qsetId,qId,qType,objName,objIndex,totalSteps,exposureStep,temporalExposure,spatialExposureRatio,objArea,totalArea,requestedAssist,answeredCorrect,navigated,classY 
2301,3077,color,fireplace,26,37,10,10,0.009077355350141808,111431,12275712,False,True,True,4
2697,4371,color_room,bed,35,39,6,9,0.01344597343403767,173981,12939264,False,True,False,3
2697,4325,location,countertop,34,39,3,3,0.004011124589466604,51901,12939264,False,True,False,3
564,815,exist_negative,door,19,41,13,2,0.04878048780487805,663552,13602816,False,True,False,3
564,764,location,blinds,16,41,36,5,0.006083519765319181,82753,13602816,True,True,True,5
2102,3795,color_room,sink,23,39,1,5,0.002033577798551757,26313,12939264,False,True,False,3
2102,3733,location,wardrobe,25,39,18,6,0.042060274834797406,544229,12939264,True,True,True,5
303,3190,color_room,sink,23,25,7,5,4.931037808641975e-05,409,8294400,True,True,True,5
303,3158,location,sofa,33,25,2,4,0.004943335262345679,41002,8294400,True,False,True,2
303,3189,color_room,stove,4,25,22,3,0.00010187596450617284,845,8294400,False,False,False,0
57,4487,exist_positive,shelves,32,29,29,1,0.034482758620689655,331776,9621504,False,True,False,3
57,4488,exist_positive,stool,12,29,29,1,0.034482758620689655,331776,9621504,False,True,False,3
1487,3510,location,sofa,33,29,2,4,0.009669070448861217,93031,9621504,False,False,True,1
1487,3569,exist_positive,console,14,29,13,2,0.06896551724137931,663552,9621504,False,True,True,4
3355,3029,location,fireplace,26,37,10,8,0.008215327958166499,100849,12275712,False,True,True,4
3355,3071,exist_positive,curtain,15,37,37,1,0.02702702702702703,331776,12275712,False,True,True,4
1384,4655,exist_positive,door,19,33,3,2,0.06060606060606061,663552,10948608,False,True,True,4
1384,4666,color_room,console,14,33,1,2,0.002074144950664048,22709,10948608,False,True,True,4
3208,2738,color_room,plant,18,27,8,5,0.00035521512059899404,3182,8957952,False,True,False,3
1529,76,location,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,False,False,0
1529,128,exist_negative,clothes,39,43,21,2,0.046511627906976744,663552,14266368,True,True,True,5
668,4965,exist_positive,dryer,22,45,7,2,0.044444444444444446,663552,14929920,False,True,False,3
668,4933,location,washer,10,45,4,5,0.007857175390089163,117307,14929920,False,True,False,3
1194,287,exist_negative,chair,8,43,23,2,0.046511627906976744,663552,14266368,False,True,True,4
1194,232,location,fireplace,26,43,32,8,0.012489934368719495,178186,14266368,True,False,True,2
1658,212,color_room,sofa,33,43,24,8,0.006585488331718346,93951,14266368,False,False,False,0
1658,203,exist_negative,fridge,20,43,43,1,0.023255813953488372,331776,14266368,False,False,False,0
1658,208,color,wardrobe,25,43,3,8,0.027661139821992534,394624,14266368,False,False,False,0
3185,4653,exist_positive,chair,8,45,45,1,0.022222222222222223,331776,14929920,True,True,True,5
1142,4523,exist_positive,cabinet,21,41,21,2,0.04878048780487805,663552,13602816,False,True,False,3
1903,3514,location,countertop,34,33,21,11,0.005178009843808455,56692,10948608,False,False,False,0
1665,3872,exist_positive,stool,12,31,23,2,0.06451612903225806,663552,10285056,False,True,False,3
1665,3837,location,fireplace,26,31,13,9,0.009491343557098766,97619,10285056,True,True,True,5
1665,3870,exist_positive,fridge,20,31,5,2,0.06451612903225806,663552,10285056,False,True,False,3
2435,1452,color_room,door,19,43,4,9,0.007939371814886593,113266,14266368,True,True,True,5
2435,1433,exist_positive,sofa,33,43,21,2,0.046511627906976744,663552,14266368,False,True,False,3
1955,2739,color_room,table,7,29,21,8,0.0012782824805768413,12299,9621504,False,False,True,1
1955,2719,exist_positive,dryer,22,29,9,2,0.06896551724137931,663552,9621504,False,True,True,4
1955,2663,location,console,14,29,20,9,0.002430908930661984,23389,9621504,False,False,True,1
1955,2732,color_room,table,7,29,13,5,0.010797688178480204,103890,9621504,False,False,True,1
1323,815,exist_negative,door,19,31,31,1,0.03225806451612903,331776,10285056,False,True,True,4
2935,3569,exist_positive,console,14,37,19,2,0.05405405405405406,663552,12275712,False,True,False,3
377,1653,location,seating,1,35,1,7,0.0021202773644179895,24621,11612160,True,False,True,2
2342,2384,color,countertop,34,25,17,4,0.00737256462191358,61151,8294400,True,True,True,5
2342,2389,color_room,plant,18,25,2,5,0.002661916473765432,22079,8294400,False,True,False,3
2342,2340,location,sofa,33,25,6,5,0.0054392119984567906,45115,8294400,True,True,True,5
674,199,exist_positive,cabinet,21,39,39,1,0.02564102564102564,331776,12939264,True,True,True,5
2147,3708,exist_positive,door,19,45,7,2,0.044444444444444446,663552,14929920,False,True,True,4
2147,3727,color_room,fireplace,26,45,25,4,1.3797796639231824e-05,206,14929920,False,True,True,4
739,1282,location,toilet,0,39,38,1,0.0005038153638414055,6519,12939264,False,True,True,4
739,1278,location,shower,36,39,6,4,0.00027574984172206395,3568,12939264,False,True,True,4
739,1302,exist_positive,seating,1,39,29,2,0.05128205128205128,663552,12939264,False,False,True,1
2200,1521,location,toilet,0,29,10,3,0.0009252191757130694,8902,9621504,False,True,True,4
583,76,location,wardrobe,25,37,6,2,0.001759083302052052,21594,12275712,False,False,False,0
583,149,color_room,shelves,32,37,32,5,0.0013764578380463797,16897,12275712,True,False,True,2
583,132,exist_negative,fireplace,26,37,37,1,0.02702702702702703,331776,12275712,False,True,False,3
2690,2663,location,console,14,27,8,6,0.007234354459590764,64805,8957952,True,True,True,5
2690,2719,exist_positive,dryer,22,27,27,1,0.037037037037037035,331776,8957952,False,True,False,3
1446,1364,exist_positive,fireplace,26,29,21,2,0.06896551724137931,663552,9621504,False,True,True,4
1446,1313,location,countertop,34,29,1,11,0.034887996720679014,335675,9621504,False,True,True,4
386,1093,location,seating,1,35,27,4,0.0015518215388007055,18020,11612160,False,False,False,0
386,1151,color,seating,1,35,27,4,0.0015518215388007055,18020,11612160,False,True,False,3
2877,1013,exist_positive,shelves,32,25,3,2,0.08,663552,8294400,True,True,True,5
78,4913,location,countertop,34,41,28,10,0.0011915179915688045,16208,13602816,True,False,True,2
78,4932,color_room,cabinet,21,41,4,3,0.00919750733965673,125112,13602816,False,False,True,1
78,4929,color,countertop,34,41,28,10,0.0011915179915688045,16208,13602816,False,True,True,4
3028,3888,color_room,sink,23,39,4,2,0.00011221658357075023,1452,12939264,False,True,False,3
3028,3837,location,fireplace,26,39,13,9,0.007544401288975941,97619,12939264,True,False,True,2
2951,4015,exist_positive,table,7,33,5,2,0.06060606060606061,663552,10948608,False,False,True,1
2951,4014,exist_positive,picture,17,33,5,2,0.06060606060606061,663552,10948608,False,True,True,4
541,3928,exist_positive,cushion,24,31,31,1,0.03225806451612903,331776,10285056,False,True,False,3
541,3933,color_room,curtain,15,31,12,3,0.002503243540919952,25746,10285056,True,True,True,5
1100,3083,color_room,table,7,37,1,8,0.003988444825033367,48961,12275712,False,False,False,0
1100,3029,location,fireplace,26,37,10,8,0.007892658283283283,96888,12275712,False,True,False,3
1100,3088,color_room,sofa,33,37,1,11,0.02316680287057891,284389,12275712,False,True,False,3
3528,4026,color_room,fireplace,26,45,17,13,0.006529907728909465,97491,14929920,False,True,True,4
3528,3954,location,washer,10,45,40,5,0.00044883026834705074,6701,14929920,False,True,True,4
2186,942,exist_positive,countertop,34,25,15,2,0.08,663552,8294400,False,True,True,4
2186,953,color_room,countertop,34,25,20,5,0.014244550540123456,118150,8294400,False,True,True,4
2186,962,color_room,cabinet,21,25,1,1,0.00020556037808641976,1705,8294400,False,True,True,4
2186,960,color_room,sofa,33,25,1,4,0.003431954089506173,28466,8294400,False,False,True,1
3199,144,color_room,cabinet,21,43,20,3,0.002089109155182314,29804,14266368,False,True,True,4
3199,76,location,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,True,True,4
3199,128,exist_negative,clothes,39,43,21,2,0.046511627906976744,663552,14266368,False,True,True,4
1174,3018,color_room,curtain,15,31,21,9,0.0025997913866487453,26739,10285056,False,True,True,4
1174,3003,exist_positive,table,7,31,7,2,0.06451612903225806,663552,10285056,False,False,True,1
353,3155,color,fireplace,26,33,24,9,0.0039304539901328095,43033,10948608,False,True,True,4
353,3151,exist_positive,chair,8,33,23,2,0.06060606060606061,663552,10948608,False,True,True,4
761,4095,color,oven,6,41,27,6,0.002017891001392653,27449,13602816,False,True,True,4
761,4050,location,shower,36,41,6,1,3.03613604712436e-05,413,13602816,False,True,True,4
761,4094,exist_positive,chair,8,41,41,1,0.024390243902439025,331776,13602816,False,True,True,4
3514,3510,location,sofa,33,35,20,7,0.007600222525352734,88255,11612160,False,False,True,1
3274,4673,color_room,sofa,33,29,20,5,0.005914563876915709,56907,9621504,True,True,True,5
3274,4607,location,console,14,29,2,2,0.00196102397296722,18868,9621504,True,True,True,5
1814,764,location,blinds,16,37,32,5,0.006770849625667334,83117,12275712,False,False,False,0
1814,817,exist_negative,plant,18,37,7,2,0.05405405405405406,663552,12275712,False,True,False,3
1814,830,color_room,curtain,15,37,6,16,0.014332366220387053,175940,12275712,False,True,False,3
1340,2089,location,curtain,15,35,29,6,0.001654386436287478,19211,11612160,True,True,True,5
1340,2134,color_room,table,7,35,2,3,0.004961781442901235,57617,11612160,False,True,False,3
1340,2131,color_room,sink,23,35,12,3,0.0005099826388888889,5922,11612160,False,False,False,0
3068,200,exist_positive,sofa,33,39,39,1,0.02564102564102564,331776,12939264,False,True,True,4
1521,232,location,fireplace,26,41,20,11,0.014588082350007529,198439,13602816,False,False,True,1
1521,317,color_room,sink,23,41,40,1,9.262787940379403e-06,126,13602816,False,True,True,4
1521,230,location,toilet,0,41,2,3,0.001517920995182174,20648,13602816,False,True,True,4
1521,292,exist_negative,sink,23,41,27,2,0.04878048780487805,663552,13602816,False,True,True,4
769,4372,color_room,cabinet,21,39,6,10,0.006028086296098449,77999,12939264,True,True,True,5
769,4325,location,countertop,34,39,3,3,0.004011124589466604,51901,12939264,False,False,False,0
769,4358,exist_positive,towel,31,39,39,1,0.02564102564102564,331776,12939264,False,False,False,0
1194,287,exist_negative,chair,8,43,23,2,0.046511627906976744,663552,14266368,True,True,True,5
1194,232,location,fireplace,26,43,32,8,0.012489934368719495,178186,14266368,True,False,True,2
992,5056,color_room,picture,17,45,3,4,0.001648970657578875,24619,14929920,False,False,False,0
992,5060,color_room,plant,18,45,1,5,0.0002653061771262003,3961,14929920,False,True,False,3
2135,3470,exist_positive,curtain,15,25,25,1,0.04,331776,8294400,False,False,True,1
2135,3472,exist_positive,sink,23,25,21,2,0.08,663552,8294400,False,True,True,4
684,3510,location,sofa,33,41,9,9,0.014498395038203854,197219,13602816,False,False,True,1
3545,969,location,console,14,37,2,2,0.0013544631871454788,16627,12275712,False,True,True,4
3545,1027,color_room,console,14,37,2,2,0.0013544631871454788,16627,12275712,False,True,True,4
3545,1013,exist_positive,shelves,32,37,19,2,0.05405405405405406,663552,12275712,False,True,True,4
1807,1364,exist_positive,fireplace,26,45,7,2,0.044444444444444446,663552,14929920,False,True,False,3
1807,1363,exist_positive,appliance,9,45,31,2,0.044444444444444446,663552,14929920,False,True,False,3
2393,3837,location,fireplace,26,31,2,7,0.02813868976503385,289408,10285056,False,False,False,0
2393,3892,color_room,sofa,33,31,8,9,0.005676002153026683,58378,10285056,False,False,False,0
358,4801,location,seating,1,33,27,6,0.0023621267653385707,25862,10948608,True,True,True,5
3293,971,location,blinds,16,29,23,1,5.196692741592167e-06,50,9621504,False,True,True,4
3293,970,location,clothes,39,29,17,5,0.00011993966847594721,1154,9621504,False,True,True,4
2561,5165,exist_positive,shelves,32,37,7,2,0.05405405405405406,663552,12275712,False,True,True,4
2513,1372,color_room,fireplace,26,27,6,4,0.00814661654806813,72977,8957952,False,True,False,3
2513,1313,location,countertop,34,27,1,16,0.023070005286922726,206660,8957952,True,True,True,5
2513,1378,color_room,plant,18,27,1,9,0.003395977116197988,30421,8957952,False,True,False,3
1044,828,color_room,clothes,39,43,4,8,0.011807560270420615,168451,14266368,False,False,True,1
1044,818,exist_positive,cushion,24,43,41,2,0.046511627906976744,663552,14266368,False,True,True,4
1044,764,location,blinds,16,43,38,5,0.005800495262704565,82752,14266368,False,False,True,1
3130,5263,exist_positive,cushion,24,43,7,2,0.046511627906976744,663552,14266368,True,True,True,5
3130,5271,color_room,curtain,15,43,17,9,0.006667219014678438,95117,14266368,True,False,True,2
1503,3025,color_room,cabinet,21,39,7,5,0.003993117382874328,51668,12939264,False,False,False,0
1503,3015,color_room,cabinet,21,39,7,8,0.0071491701537274455,92505,12939264,False,False,False,0
1064,2129,color,curtain,15,39,1,7,0.0014933616007834758,19323,12939264,True,True,True,5
3609,1874,color_room,countertop,34,39,1,4,0.002203525641025641,28512,12939264,True,True,True,5
3609,1867,color_room,plant,18,39,9,5,0.0018072898118471036,23385,12939264,True,True,True,5
420,2089,location,curtain,15,31,25,6,0.001867855653872959,19211,10285056,False,False,True,1
420,2146,color_room,table,7,31,9,8,0.0014230355187176424,14636,10285056,False,True,True,4
320,2477,color_room,door,19,39,12,5,0.0002996306435976575,3877,12939264,False,True,False,3
320,2478,color_room,cabinet,21,39,12,2,0.003677488920544476,47584,12939264,True,True,True,5
2101,2478,color_room,cabinet,21,39,12,4,0.006077470866967394,78638,12939264,False,True,False,3
2101,2471,exist_positive,picture,17,39,39,1,0.02564102564102564,331776,12939264,True,True,True,5
1933,2470,exist_positive,sofa,33,33,5,2,0.06060606060606061,663552,10948608,False,True,True,4
1933,2471,exist_positive,picture,17,33,5,2,0.06060606060606061,663552,10948608,False,True,True,4
3475,4358,exist_positive,towel,31,31,31,1,0.03225806451612903,331776,10285056,True,True,True,5
3475,4375,color_room,sink,23,31,7,1,9.188088037634409e-05,945,10285056,False,True,False,3
1510,4487,exist_positive,shelves,32,29,29,1,0.034482758620689655,331776,9621504,True,False,True,2
1510,4486,exist_positive,fireplace,26,29,5,2,0.06896551724137931,663552,9621504,False,True,False,3
1475,1037,color_room,cabinet,21,23,11,6,0.0005866975727992485,4477,7630848,False,True,True,4
1475,1014,exist_positive,countertop,34,23,3,2,0.08695652173913043,663552,7630848,False,True,True,4
1475,1024,color,oven,6,23,19,4,0.00533662837996511,40723,7630848,False,True,True,4
3404,3720,color_room,fireplace,26,31,8,8,0.014163364788679808,145671,10285056,False,True,False,3
3404,3717,color_room,stove,4,31,30,1,0.00023393163829151732,2406,10285056,False,True,False,3
3404,3715,color_room,chair,8,31,24,3,0.00340532905217045,35024,10285056,False,True,False,3
24,3338,color_room,fireplace,26,33,28,1,2.8314101664796107e-06,31,10948608,False,False,False,0
24,3325,exist_positive,shelves,32,33,33,1,0.030303030303030304,331776,10948608,True,True,True,5
24,3272,location,plant,18,33,6,3,0.0011541193181818182,12636,10948608,True,True,True,5
1531,2089,location,curtain,15,31,26,5,0.0009022799681401832,9280,10285056,True,True,True,5
1531,2136,color_room,plant,18,31,2,3,0.0018956629890979689,19497,10285056,True,False,True,2
622,5274,color_room,chair,8,35,2,2,0.0014758666776895943,17138,11612160,False,True,False,3
622,5271,color_room,curtain,15,35,10,6,0.008027877673059965,93221,11612160,False,False,False,0
622,5263,exist_positive,cushion,24,35,35,1,0.02857142857142857,331776,11612160,True,True,True,5
1064,2129,color,curtain,15,39,1,7,0.0014933616007834758,19323,12939264,True,True,True,5
1761,308,color_room,toilet,0,41,39,1,0.00044645167588828663,6073,13602816,False,True,True,4
1761,290,exist_negative,console,14,41,19,2,0.04878048780487805,663552,13602816,False,True,True,4
1888,4993,color_room,plant,18,29,17,6,0.0018643654879736057,17938,9621504,False,True,True,4
1888,4965,exist_positive,dryer,22,29,7,2,0.06896551724137931,663552,9621504,False,True,True,4
1888,4933,location,washer,10,29,4,5,0.012192168708759046,117307,9621504,False,True,True,4
2537,1014,exist_positive,countertop,34,33,13,2,0.06060606060606061,663552,10948608,True,True,True,5
2537,970,location,clothes,39,33,2,2,0.0023993004407500936,26269,10948608,False,True,False,3
3221,5263,exist_positive,cushion,24,37,37,1,0.02702702702702703,331776,12275712,True,True,True,5
2320,287,exist_negative,chair,8,35,7,2,0.05714285714285714,663552,11612160,False,True,False,3
2320,284,exist_positive,door,19,35,7,2,0.05714285714285714,663552,11612160,False,True,False,3
2320,288,exist_positive,plant,18,35,7,2,0.05714285714285714,663552,11612160,True,True,True,5
1109,1365,exist_positive,shelves,32,45,7,2,0.044444444444444446,663552,14929920,False,True,True,4
1109,1377,color_room,table,7,45,20,8,0.0013316883144718792,19882,14929920,False,True,True,4
1109,1373,color_room,stool,12,45,11,7,0.0015688630615569273,23423,14929920,False,False,True,1
1597,733,exist_negative,table,7,41,3,2,0.04878048780487805,663552,13602816,False,True,False,3
1597,731,exist_negative,sofa,33,41,3,2,0.04878048780487805,663552,13602816,False,True,False,3
1597,741,color_room,curtain,15,41,38,3,0.006081093797049081,82720,13602816,True,True,True,5
157,2607,exist_positive,shower,36,27,7,2,0.07407407407407407,663552,8957952,False,True,True,4
2326,615,color_room,cabinet,21,39,38,1,2.1639561570117124e-06,28,12939264,False,False,True,1
2326,599,exist_positive,stove,37,39,9,2,0.05128205128205128,663552,12939264,False,True,True,4
253,2089,location,curtain,15,31,25,6,0.001867855653872959,19211,10285056,False,False,True,1
543,2290,location,stool,12,35,2,2,0.001357197971781305,15760,11612160,False,False,False,0
2484,4965,exist_positive,dryer,22,29,7,2,0.06896551724137931,663552,9621504,False,True,False,3
2484,4933,location,washer,10,29,4,5,0.012192168708759046,117307,9621504,False,True,False,3
2484,4995,color_room,table,7,29,26,2,0.00025016878858024694,2407,9621504,True,False,True,2
1824,2551,color_room,sink,23,39,2,2,0.0008854444889601139,11457,12939264,False,False,True,1
3551,3872,exist_positive,stool,12,31,31,1,0.03225806451612903,331776,10285056,True,True,True,5
2498,4845,color_room,picture,17,27,8,12,0.0005706661522633745,5112,8957952,False,True,False,3
2498,4846,color_room,cabinet,21,27,16,11,0.01173035979652492,105080,8957952,True,True,True,5
3309,5275,color_room,shelves,32,25,13,5,6.93238811728395e-05,575,8294400,True,True,True,5
3309,5206,location,fireplace,26,25,8,7,0.002796947337962963,23199,8294400,True,True,True,5
3309,5205,location,seating,1,25,2,1,0.0006948061342592593,5763,8294400,False,False,False,0
1691,4656,exist_positive,countertop,34,31,31,1,0.03225806451612903,331776,10285056,False,False,True,1
1691,4666,color_room,console,14,31,1,2,0.0022046549868080445,22675,10285056,False,True,True,4
1691,4669,color_room,stool,12,31,1,4,0.0004745720392771804,4881,10285056,False,False,True,1
1691,4673,color_room,sofa,33,31,20,5,0.005556119480535643,57145,10285056,False,True,True,4
1510,4487,exist_positive,shelves,32,29,29,1,0.034482758620689655,331776,9621504,True,False,True,2
1510,4486,exist_positive,fireplace,26,29,5,2,0.06896551724137931,663552,9621504,False,False,False,0
247,2534,exist_positive,sofa,33,43,43,1,0.023255813953488372,331776,14266368,False,True,False,3
247,2549,color_room,table,7,43,2,7,0.015017066712424634,214239,14266368,False,True,False,3
962,4653,exist_positive,chair,8,33,31,2,0.06060606060606061,663552,10948608,False,True,True,4
962,4607,location,console,14,33,29,4,0.0015699712694070332,17189,10948608,False,True,True,4
3346,3514,location,countertop,34,29,21,5,0.0030996193526500637,29823,9621504,False,False,True,1
2702,3475,exist_positive,countertop,34,35,35,1,0.02857142857142857,331776,11612160,False,False,True,1
2702,3484,color_room,door,19,35,6,6,0.024842837163800705,288479,11612160,False,True,True,4
2702,3472,exist_positive,sink,23,35,23,2,0.05714285714285714,663552,11612160,False,True,True,4
2702,3501,color_room,countertop,34,35,21,4,0.002759434937169312,32043,11612160,False,False,True,1
1595,1014,exist_positive,countertop,34,33,15,2,0.06060606060606061,663552,10948608,False,True,False,3
1595,969,location,console,14,33,1,4,0.0014974506348204265,16395,10948608,False,True,False,3
2316,1077,exist_negative,sofa,33,29,5,2,0.06896551724137931,663552,9621504,False,True,False,3
2316,1084,color,console,14,29,18,3,0.0010703108370583227,10298,9621504,True,True,True,5
1407,3095,location,console,14,29,16,13,0.006088964885323542,58585,9621504,True,True,True,5
541,3928,exist_positive,cushion,24,31,31,1,0.03225806451612903,331776,10285056,False,True,False,3
541,3933,color_room,curtain,15,31,12,3,0.002503243540919952,25746,10285056,True,True,True,5
216,2965,location,towel,31,41,1,5,0.0010538994278831678,14336,13602816,False,True,False,3
216,3003,exist_positive,table,7,41,17,2,0.04878048780487805,663552,13602816,False,False,False,0
1847,4801,location,seating,1,33,27,6,0.0023621267653385707,25862,10948608,True,True,True,5
1847,4799,location,shelves,32,33,1,6,0.0033035249777871307,36169,10948608,False,True,False,3
1847,4843,color_room,microwave,13,33,1,3,0.0006582571958005986,7207,10948608,False,True,False,3
2407,895,color_room,table,7,35,27,6,0.0017250881834215167,20032,11612160,True,True,True,5
2407,886,color_room,dresser,3,35,1,8,0.006765666335978836,78564,11612160,False,True,False,3
2407,845,location,shelves,32,35,1,10,0.01631935832782187,189503,11612160,True,True,True,5
2407,880,exist_positive,coffeepot,29,35,35,1,0.02857142857142857,331776,11612160,False,True,False,3
2593,4091,exist_positive,shelves,32,35,3,2,0.05714285714285714,663552,11612160,False,False,False,0
2593,4050,location,shower,36,35,34,1,3.556616512345679e-05,413,11612160,False,False,False,0
1367,5205,location,seating,1,25,5,7,0.001921899112654321,15941,8294400,True,True,True,5
1367,5206,location,fireplace,26,25,16,6,0.0003988233024691358,3308,8294400,True,True,True,5
1367,5263,exist_positive,cushion,24,25,15,2,0.08,663552,8294400,True,True,True,5
1367,5269,color_room,shelves,32,25,1,2,0.0057966820987654325,48080,8294400,False,True,False,3
3719,2896,location,console,14,37,4,3,0.003296020630005005,40461,12275712,True,True,True,5
3719,2946,color,console,14,37,4,3,0.003296020630005005,40461,12275712,False,True,False,3
3719,2940,exist_positive,toaster,11,37,37,1,0.02702702702702703,331776,12275712,False,True,False,3
1053,2607,exist_positive,shower,36,27,7,2,0.07407407407407407,663552,8957952,False,True,False,3
1053,2608,exist_positive,sink,23,27,7,2,0.07407407407407407,663552,8957952,True,True,True,5
1053,2615,color_room,console,14,27,8,14,0.004713242491140832,42221,8957952,False,True,False,3
992,5056,color_room,picture,17,45,3,4,0.001648970657578875,24619,14929920,True,True,True,5
992,5060,color_room,plant,18,45,1,5,0.0002653061771262003,3961,14929920,False,True,False,3
276,3272,location,plant,18,35,2,3,0.00135762855489418,15765,11612160,False,True,True,4
276,3325,exist_positive,shelves,32,35,35,1,0.02857142857142857,331776,11612160,False,True,True,4
276,3336,color_room,picture,17,35,8,8,0.0014006007495590829,16264,11612160,False,True,True,4
1521,232,location,fireplace,26,41,20,11,0.014588082350007529,198439,13602816,False,True,True,4
1521,317,color_room,sink,23,41,40,1,9.262787940379403e-06,126,13602816,False,True,True,4
1521,230,location,toilet,0,41,2,3,0.001517920995182174,20648,13602816,False,True,True,4
1521,292,exist_negative,sink,23,41,27,2,0.04878048780487805,663552,13602816,False,True,True,4
443,3272,location,plant,18,35,16,1,0.0007201933145943563,8363,11612160,True,True,True,5
443,3325,exist_positive,shelves,32,35,35,1,0.02857142857142857,331776,11612160,False,True,False,3
1520,3734,location,sofa,33,31,3,5,0.005875709378733572,60432,10285056,False,False,True,1
3653,3796,color_room,microwave,13,27,1,6,0.005933052554869684,53148,8957952,False,True,False,3
296,3029,location,fireplace,26,41,8,11,0.006205773863294188,84416,13602816,False,True,False,3
296,3071,exist_positive,curtain,15,41,41,1,0.024390243902439025,331776,13602816,True,True,True,5
2184,4368,color_room,table,7,37,3,15,0.008433075002085419,103522,12275712,True,True,True,5
2184,4358,exist_positive,towel,31,37,33,2,0.05405405405405406,663552,12275712,False,True,False,3
324,669,exist_positive,cushion,24,35,35,1,0.02857142857142857,331776,11612160,False,True,False,3
324,680,color_room,picture,17,35,23,1,0.0003277598655202822,3806,11612160,True,False,True,2
324,663,exist_positive,sofa,33,35,5,2,0.05714285714285714,663552,11612160,False,True,False,3
1782,2663,location,console,14,35,15,7,0.012211595430996473,141803,11612160,False,True,True,4
1782,2719,exist_positive,dryer,22,35,35,1,0.02857142857142857,331776,11612160,False,True,True,4
1782,2741,color_room,plant,18,35,22,2,0.0006129781194885362,7118,11612160,False,True,True,4
1685,1092,location,sofa,33,41,2,6,0.001656054158197832,22527,13602816,True,True,True,5
3185,4653,exist_positive,chair,8,45,45,1,0.022222222222222223,331776,14929920,False,True,False,3
3208,2738,color_room,plant,18,27,8,5,0.00035521512059899404,3182,8957952,True,False,True,2
2344,4846,color_room,cabinet,21,27,16,11,0.01173035979652492,105080,8957952,True,False,True,2
2344,4799,location,shelves,32,27,1,6,0.004037641639517604,36169,8957952,True,True,True,5
42,2329,color,stool,12,41,32,2,0.0010767623409741042,14647,13602816,False,True,True,4
1404,145,color_room,stove,4,41,40,1,6.682439871273712e-05,909,13602816,False,False,False,0
1404,154,color_room,wardrobe,25,41,6,2,0.0015874654189250226,21594,13602816,False,True,False,3
1404,149,color_room,shelves,32,41,32,5,0.0012421692684808792,16897,13602816,True,True,True,5
345,736,color,fireplace,26,27,1,7,0.024754207211648376,221747,8957952,False,False,True,1
2879,214,color_room,oven,6,35,2,4,0.007738525821208113,89861,11612160,False,True,True,4
2879,204,exist_positive,seating,1,35,7,2,0.05714285714285714,663552,11612160,False,True,True,4
2879,201,exist_positive,stove,37,35,7,2,0.05714285714285714,663552,11612160,False,True,True,4
1870,4607,location,console,14,31,1,3,0.0036107727561230586,37137,10285056,False,False,True,1
1870,4654,exist_positive,picture,17,31,5,2,0.06451612903225806,663552,10285056,False,True,True,4
3506,1037,color_room,cabinet,21,33,21,6,0.00041201584712869435,4511,10948608,True,True,True,5
3506,971,location,blinds,16,33,2,2,0.001232485444725028,13494,10948608,True,True,True,5
3620,4933,location,washer,10,37,4,5,0.009556024123081415,117307,12275712,False,True,False,3
3620,4965,exist_positive,dryer,22,37,7,2,0.05405405405405406,663552,12275712,False,True,False,3
3620,4994,color_room,sofa,33,37,16,14,0.017620729453411744,216307,12275712,True,True,True,5
2695,3597,color_room,wardrobe,25,81,14,18,0.05319392944577808,1429526,26873856,False,False,True,1
2695,3569,exist_positive,console,14,81,63,6,0.07407407407407407,1990656,26873856,False,True,True,4
1745,1148,exist_positive,countertop,34,31,25,2,0.06451612903225806,663552,10285056,False,False,True,1
1745,1093,location,seating,1,31,4,5,0.003629537845977698,37330,10285056,False,False,True,1
1643,4453,color_room,towel,31,35,33,2,0.00020788552689594356,2414,11612160,False,False,True,1
1643,4434,color,countertop,34,35,1,7,0.023753203538359788,275826,11612160,False,True,True,4
1787,3510,location,sofa,33,33,24,5,0.006854844013047138,75051,10948608,False,True,False,3
1510,4487,exist_positive,shelves,32,29,29,1,0.034482758620689655,331776,9621504,False,False,False,0
1510,4486,exist_positive,fireplace,26,29,5,2,0.06896551724137931,663552,9621504,True,True,True,5
622,5274,color_room,chair,8,35,2,2,0.0014758666776895943,17138,11612160,False,True,False,3
622,5271,color_room,curtain,15,35,10,6,0.008027877673059965,93221,11612160,True,False,True,2
622,5263,exist_positive,cushion,24,35,35,1,0.02857142857142857,331776,11612160,True,True,True,5
1543,4093,exist_positive,table,7,41,41,1,0.024390243902439025,331776,13602816,True,True,True,5
1543,4094,exist_positive,chair,8,41,41,1,0.024390243902439025,331776,13602816,False,True,False,3
1543,4050,location,shower,36,41,6,1,3.03613604712436e-05,413,13602816,False,True,False,3
2000,133,exist_negative,cushion,24,43,43,1,0.023255813953488372,331776,14266368,False,False,True,1
2000,126,exist_negative,chair,8,43,21,2,0.046511627906976744,663552,14266368,False,False,True,1
2000,139,color,wardrobe,25,43,6,2,0.0015136298180447889,21594,14266368,False,True,True,4
3520,3504,color_room,fireplace,26,45,22,7,0.003303031764403292,49314,14929920,False,True,False,3
3520,3407,location,shower,36,45,28,4,0.0025511858067558298,38089,14929920,False,True,False,3
487,3794,color_room,table,7,43,1,6,0.0060791926859029575,86728,14266368,False,True,False,3
487,3784,color_room,chair,8,43,30,2,0.0002381124614197531,3397,14266368,False,False,False,0
